studentId,admissionNumber,rollNumber,firstName,lastName,gender,dateOfBirth,age,class,section,bloodGroup,religion,nationality,fatherName,parentMobileNumber,completeAddress,city,province,postalCode,attendancePercentage,totalMarksObtained,maxPossibleMarks,percentage,grade,passFailStatus,feeStatus,username,createdAt,English,Urdu,Mathematics,General Knowledge,General Science,Social Studies,History_Geography,Computer Education,Physics,Chemistry,Biology,Computer Science,Islamiat,Ethics,Pakistan Studies
STD878778,ADM143938,13,Ayesha,Ahmed,Female,2016-06-20,10,Class 5,B,A-,Islam,Pakistani,Ahmed Ahmed,+923015345912,"House No. 80, Road 6, Sector I-8",Islamabad,Islamabad Capital Territory,44000,85%,545,600,90.83,A+,Pass,Unpaid,ayesha.ahmed65,2026-07-16T19:29:03.941Z,88,93,81,NULL,100,94,NULL,NULL,NULL,NULL,NULL,NULL,89,NULL,NULL
STD567778,ADM487300,8,Saba,Mughal,Female,2019-11-26,7,Class 2,A,O-,Islam,Pakistani,Saad Mughal,+923335926686,"House No. 129, Road 13, Johar Town",Lahore,Punjab,54000,69%,322,500,64.4,B,Pass,Paid,saba.mughal75,2026-07-16T19:29:03.940Z,62,65,65,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,74,NULL,NULL
STD582276,ADM551507,2,Ayesha,Khan,Female,2014-04-06,12,Class 7,A,B-,Hinduism,Pakistani,Bilal Khan,+923336628468,"House No. 459, Lane 2, Gulshan-e-Iqbal",Karachi,Sindh,74200,87%,441,700,63,B,Pass,Unpaid,ayesha.khan99,2026-07-16T19:29:03.942Z,57,72,67,NULL,53,NULL,66,67,NULL,NULL,NULL,NULL,NULL,59,NULL
STD171753,ADM723657,17,Laiba,Malik,Female,2016-08-09,10,Class 4,B,B-,Islam,Pakistani,Ali Malik,+923458648951,"House No. 142, Street 3, Clifton",Karachi,Sindh,74200,81%,374,600,62.33,B,Pass,Paid,laiba.malik73,2026-07-16T19:29:03.941Z,76,47,53,NULL,73,64,NULL,NULL,NULL,NULL,NULL,NULL,61,NULL,NULL
STD795126,ADM638762,7,Mustafa,Ahmed,Male,2015-02-06,11,Class 6,A,B-,Islam,Pakistani,Saad Ahmed,+923456462361,"House No. 272, Road 10, Clifton",Karachi,Sindh,74200,99%,630,700,90,A+,Pass,Paid,mustafa.ahmed50,2026-07-16T19:29:03.942Z,99,98,83,NULL,88,NULL,90,84,NULL,NULL,NULL,NULL,88,NULL,NULL
STD158355,ADM271937,15,Amna,Shah,Female,2012-12-24,14,Class 8,B,A+,Hinduism,Pakistani,Fahad Shah,+923002744640,"House No. 256, Avenue 1, Gulshan-e-Iqbal",Karachi,Sindh,74200,75%,647,700,92.43,A+,Pass,Paid,amna.shah40,2026-07-16T19:29:03.944Z,89,96,94,NULL,95,NULL,93,80,NULL,NULL,NULL,NULL,NULL,100,NULL
STD808380,ADM078447,28,Sana,Malik,Female,2017-12-06,9,Class 3,C,B+,Hinduism,Pakistani,Muhammad Malik,+923022773713,"House No. 424, Road 9, Samanabad",Lahore,Punjab,54000,78%,309,500,61.8,B,Pass,Paid,sana.malik88,2026-07-16T19:29:03.941Z,73,74,47,57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,58,NULL
STD360634,ADM152604,2,Zainab,Qureshi,Female,2019-06-06,7,Class 1,A,AB-,Islam,Pakistani,Talha Qureshi,+923014554952,"House No. 468, Avenue 5, Clifton",Karachi,Sindh,74200,18%,0,500,0,N/A,Absent,Paid,zainab.qureshi71,2026-07-16T19:29:03.938Z,A,A,A,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL
STD933548,ADM621912,13,Laiba,Sheikh,Female,2012-02-04,14,Class 8,B,AB+,Islam,Pakistani,Arsalan Sheikh,+923339911633,"House No. 307, Avenue 3, Saddar",Rawalpindi,Punjab,46000,73%,617,700,88.14,A+,Pass,Unpaid,laiba.sheikh26,2026-07-16T19:29:03.944Z,88,81,92,NULL,84,NULL,87,96,NULL,NULL,NULL,NULL,89,NULL,NULL
STD534520,ADM225598,8,Haris,Chaudhry,Male,2014-06-03,12,Class 6,A,B-,Hinduism,Pakistani,Usman Chaudhry,+923218577928,"House No. 401, Avenue 6, Satellite Town",Rawalpindi,Punjab,46000,65%,428,700,61.14,B,Pass,Paid,haris.chaudhry34,2026-07-16T19:29:03.942Z,79,52,72,NULL,45,NULL,73,49,NULL,NULL,NULL,NULL,NULL,58,NULL
STD153452,ADM436924,26,Bilal,Ali,Male,2019-04-01,7,Class 1,C,AB+,Islam,Pakistani,Ahmed Ali,+923333338114,"House No. 200, Avenue 1, Samanabad",Lahore,Punjab,54000,96%,357,500,71.4,A,Pass,Paid,bilal.ali25,2026-07-16T19:29:03.939Z,79,67,71,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,62,NULL,NULL
STD980534,ADM264399,8,Iqra,Ali,Female,2011-02-19,15,Class 10,A,A+,Hinduism,Pakistani,Haris Ali,+923021805034,"House No. 157, Lane 7, Model Town",Lahore,Punjab,54000,88%,373,700,53.29,C,Pass,Paid,iqra.ali30,2026-07-16T19:29:03.945Z,46,59,48,NULL,NULL,NULL,NULL,NULL,69,55,NULL,NULL,NULL,46,50
STD790606,ADM060052,5,Hira,Mughal,Female,2019-06-03,7,Class 2,A,B+,Christianity,Pakistani,Zain Mughal,+923128207755,"House No. 90, Avenue 7, PECHS",Karachi,Sindh,74200,92%,276,500,55.2,C,Pass,Paid,hira.mughal87,2026-07-16T19:29:03.939Z,50,57,47,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,47,NULL
STD415515,ADM406267,17,Zain,Chaudhry,Male,2012-08-16,14,Class 9,B,B-,Hinduism,Pakistani,Mustafa Chaudhry,+923456093965,"House No. 105, Street 10, Chaklala Scheme III",Rawalpindi,Punjab,46000,91%,542,600,90.33,A+,Pass,Unpaid,zain.chaudhry85,2026-07-16T19:29:03.945Z,91,90,99,NULL,NULL,NULL,NULL,NULL,82,89,NULL,NULL,NULL,91,NULL
STD087223,ADM755594,7,Saad,Sheikh,Male,2019-03-01,7,Class 2,A,A+,Islam,Pakistani,Saad Sheikh,+923213396026,"House No. 474, Street 4, Sector F-10",Islamabad,Islamabad Capital Territory,44000,91%,321,500,64.2,B,Pass,Paid,saad.sheikh48,2026-07-16T19:29:03.940Z,51,65,74,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,57,NULL,NULL
STD551055,ADM967987,12,Ahmed,Ahmed,Male,2011-12-01,15,Class 9,B,O-,Hinduism,Pakistani,Abdullah Ahmed,+923028658208,"House No. 263, Street 7, Bahria Town",Rawalpindi,Punjab,46000,91%,350,600,58.33,C,Pass,Unpaid,ahmed.ahmed14,2026-07-16T19:29:03.945Z,54,50,67,NULL,NULL,NULL,NULL,NULL,73,54,NULL,NULL,NULL,52,NULL
STD582942,ADM102525,19,Fahad,Khan,Male,2020-07-24,6,Class 1,B,O-,Hinduism,Pakistani,Talha Khan,+923215630030,"House No. 107, Street 9, Chaklala Scheme III",Rawalpindi,Punjab,46000,98%,344,500,68.8,B,Pass,Unpaid,fahad.khan15,2026-07-16T19:29:03.939Z,56,73,76,64,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL
STD613326,ADM752161,8,Mahnoor,Qureshi,Female,2012-03-21,14,Class 9,A,AB-,Islam,Pakistani,Ahmed Qureshi,+923122462282,"House No. 57, Avenue 14, Saddar",Rawalpindi,Punjab,46000,75%,415,600,69.17,B,Pass,Paid,mahnoor.qureshi61,2026-07-16T19:29:03.945Z,65,63,70,NULL,NULL,NULL,NULL,NULL,71,75,NULL,NULL,71,NULL,NULL
STD650236,ADM552846,3,Saba,Qureshi,Female,2020-01-11,6,Class 1,A,O+,Islam,Pakistani,Ahmed Qureshi,+923028984273,"House No. 435, Road 8, Defense (DHA)",Karachi,Sindh,74200,85%,198,500,39.6,F,Fail,Unpaid,saba.qureshi96,2026-07-16T19:29:03.938Z,31,30,48,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL
STD476704,ADM563248,13,Hamza,Khan,Male,2011-01-04,15,Class 10,B,AB+,Islam,Pakistani,Ali Khan,+923336138295,"House No. 278, Avenue 3, DHA Phase 5",Lahore,Punjab,54000,92%,137,700,19.57,F,Fail,Paid,hamza.khan54,2026-07-16T19:29:03.945Z,16,26,20,NULL,NULL,NULL,NULL,NULL,14,22,NULL,NULL,18,NULL,21
STD657691,ADM664482,15,Mariam,Ali,Female,2018-07-06,8,Class 3,B,B-,Islam,Pakistani,Omar Ali,+923025059102,"House No. 204, Road 8, Gulshan-e-Iqbal",Karachi,Sindh,74200,73%,470,500,94,A+,Pass,Unpaid,mariam.ali86,2026-07-16T19:29:03.940Z,91,99,98,91,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL,NULL
STD118317,ADM147540,3,Mahnoor,Malik,Female,2012-12-06,14,Class 8,A,O+,Christianity,Pakistani,Abdullah Malik,+923122321376,"House No. 159, Lane 11, Gulberg",Lahore,Punjab,54000,75%,424,700,60.57,B,Pass,Paid,mahnoor.malik21,2026-07-16T19:29:03.944Z,50,58,60,NULL,79,NULL,45,56,NULL,NULL,NULL,NULL,NULL,76,NULL
STD523910,ADM216575,6,Sara,Ahmed,Female,2011-04-04,15,Class 9,A,B-,Islam,Pakistani,Fahad Ahmed,+923021451289,"House No. 4, Avenue 4, Satellite Town",Rawalpindi,Punjab,46000,90%,393,600,65.5,B,Pass,Paid,sara.ahmed82,2026-07-16T19:29:03.945Z,59,77,66,NULL,NULL,NULL,NULL,NULL,62,52,NULL,NULL,77,NULL,NULL
STD640909,ADM798120,24,Mustafa,Qureshi,Male,2018-11-21,8,Class 3,C,A+,Christianity,Pakistani,Talha Qureshi,+923332631245,"House No. 331, Road 10, PECHS",Karachi,Sindh,74200,86%,322,500,64.4,B,Pass,Unpaid,mustafa.qureshi50,2026-07-16T19:29:03.940Z,61,61,51,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL
STD025689,ADM961344,20,Amna,Ali,Female,2011-02-07,15,Class 10,B,A+,Islam,Pakistani,Omar Ali,+923005855256,"House No. 18, Street 3, Chaklala Scheme III",Rawalpindi,Punjab,46000,74%,618,700,88.29,A+,Pass,Unpaid,amna.ali15,2026-07-16T19:29:03.945Z,100,81,81,NULL,NULL,NULL,NULL,NULL,90,87,NULL,NULL,95,NULL,84
STD379738,ADM350543,2,Saad,Shah,Male,2016-02-07,10,Class 5,A,O+,Islam,Pakistani,Fahad Shah,+923126585475,"House No. 140, Lane 6, Bani Gala",Islamabad,Islamabad Capital Territory,44000,89%,544,600,90.67,A+,Pass,Paid,saad.shah33,2026-07-16T19:29:03.941Z,91,100,81,NULL,98,90,NULL,NULL,NULL,NULL,NULL,NULL,84,NULL,NULL
STD798144,ADM791023,22,Mariam,Siddiqui,Female,2019-03-25,7,Class 2,C,A+,Islam,Pakistani,Ali Siddiqui,+923212018651,"House No. 264, Lane 15, Gulshan-e-Iqbal",Karachi,Sindh,74200,79%,424,500,84.8,A+,Pass,Paid,mariam.siddiqui83,2026-07-16T19:29:03.940Z,84,83,90,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,82,NULL,NULL
STD114715,ADM032053,18,Ahmed,Chaudhry,Male,2019-07-01,7,Class 2,B,B+,Hinduism,Pakistani,Ahmed Chaudhry,+923216120535,"House No. 369, Street 4, PECHS",Karachi,Sindh,74200,82%,308,500,61.6,B,Pass,Unpaid,ahmed.chaudhry89,2026-07-16T19:29:03.940Z,55,52,60,78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,63,NULL
STD166314,ADM028319,16,Arsalan,Mughal,Male,2011-03-15,15,Class 9,B,B-,Christianity,Pakistani,Omar Mughal,+923002796546,"House No. 346, Lane 9, Johar Town",Lahore,Punjab,54000,93%,340,600,56.67,C,Pass,Paid,arsalan.mughal39,2026-07-16T19:29:03.945Z,64,60,45,NULL,NULL,NULL,NULL,NULL,71,46,NULL,NULL,NULL,54,NULL
STD685579,ADM885155,9,Fahad,Siddiqui,Male,2018-05-27,8,Class 3,A,AB-,Islam,Pakistani,Saad Siddiqui,+923331507070,"House No. 183, Street 9, Model Town",Lahore,Punjab,54000,75%,448,500,89.6,A+,Pass,Unpaid,fahad.siddiqui34,2026-07-16T19:29:03.940Z,87,81,96,98,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,86,NULL,NULL
STD010418,ADM029787,16,Mahnoor,Qureshi,Female,2014-03-20,12,Class 7,B,AB-,Islam,Pakistani,Zain Qureshi,+923029432090,"House No. 414, Lane 3, Bani Gala",Islamabad,Islamabad Capital Territory,44000,77%,431,700,61.57,B,Pass,Paid,mahnoor.qureshi23,2026-07-16T19:29:03.942Z,56,59,56,NULL,69,NULL,73,55,NULL,NULL,NULL,NULL,63,NULL,NULL
STD310438,ADM271430,15,Talha,Abbasi,Male,2019-09-12,7,Class 2,B,O-,Islam,Pakistani,Muhammad Abbasi,+923123560699,"House No. 214, Street 12, DHA Phase 5",Lahore,Punjab,54000,25%,0,500,0,N/A,Absent,Paid,talha.abbasi62,2026-07-16T19:29:03.940Z,A,A,A,A,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,A,NULL,NULL
STD565430,ADM674119,20,Hira,Shah,Female,2020-04-07,6,Class 1,B,B+,Hinduism,Pakistani,Hamza Shah,+923122132153,"House No. 462, Avenue 7, Samanabad",Lahore,Punjab,54000,77%,290,500,58,C,Pass,Paid,hira.shah92,2026-07-16T19:29:03.939Z,46,50,48,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL
STD621657,ADM568474,18,Saad,Ali,Male,2019-05-14,7,Class 1,B,AB+,Hinduism,Pakistani,Abdullah Ali,+923127842837,"House No. 264, Lane 10, DHA Phase 5",Lahore,Punjab,54000,89%,314,500,62.8,B,Pass,Paid,saad.ali92,2026-07-16T19:29:03.939Z,49,64,68,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,61,NULL
STD655980,ADM887481,27,Ahmed,Shah,Male,2013-02-09,13,Class 8,C,B+,Islam,Pakistani,Ali Shah,+923128448448,"House No. 103, Avenue 13, Satellite Town",Rawalpindi,Punjab,46000,70%,457,700,65.29,B,Pass,Paid,ahmed.shah36,2026-07-16T19:29:03.944Z,77,59,73,NULL,64,NULL,62,62,NULL,NULL,NULL,NULL,60,NULL,NULL
STD632779,ADM767060,19,Muhammad,Ahmed,Male,2014-09-09,12,Class 6,B,AB+,Islam,Pakistani,Muhammad Ahmed,+923215421689,"House No. 246, Lane 13, Gulshan-e-Iqbal",Karachi,Sindh,74200,74%,418,700,59.71,C,Pass,Paid,muhammad.ahmed94,2026-07-16T19:29:03.942Z,64,45,65,NULL,48,NULL,61,74,NULL,NULL,NULL,NULL,61,NULL,NULL
STD648667,ADM241163,27,Zain,Chaudhry,Male,2014-05-11,12,Class 7,C,AB+,Hinduism,Pakistani,Zain Chaudhry,+923218259166,"House No. 137, Road 11, Johar Town",Lahore,Punjab,54000,85%,641,700,91.57,A+,Pass,Unpaid,zain.chaudhry58,2026-07-16T19:29:03.944Z,96,80,89,NULL,86,NULL,99,100,NULL,NULL,NULL,NULL,NULL,91,NULL
STD689393,ADM403740,24,Mahnoor,Siddiqui,Female,2010-03-12,16,Class 10,C,AB+,Christianity,Pakistani,Muhammad Siddiqui,+923125051900,"House No. 133, Street 11, North Nazimabad",Karachi,Sindh,74200,68%,429,700,61.29,B,Pass,Unpaid,mahnoor.siddiqui53,2026-07-16T19:29:03.945Z,76,55,67,NULL,NULL,NULL,NULL,NULL,49,56,NULL,NULL,NULL,49,77
STD273270,ADM948575,25,Talha,Khan,Male,2012-07-13,14,Class 9,C,AB+,Christianity,Pakistani,Omar Khan,+923218660208,"House No. 16, Avenue 3, Gulberg",Lahore,Punjab,54000,72%,383,600,63.83,B,Pass,Paid,talha.khan56,2026-07-16T19:29:03.945Z,60,68,61,NULL,NULL,NULL,NULL,NULL,79,66,NULL,NULL,NULL,49,NULL
STD412509,ADM762311,5,Ali,Khan,Male,2015-12-18,11,Class 6,A,O+,Islam,Pakistani,Haris Khan,+923028700579,"House No. 295, Road 3, Chaklala Scheme III",Rawalpindi,Punjab,46000,96%,453,700,64.71,B,Pass,Paid,ali.khan30,2026-07-16T19:29:03.942Z,68,76,46,NULL,72,NULL,74,65,NULL,NULL,NULL,NULL,52,NULL,NULL
STD062559,ADM296250,30,Muhammad,Khan,Male,2010-01-19,16,Class 10,C,A-,Hinduism,Pakistani,Fahad Khan,+923216735323,"House No. 339, Road 9, Chaklala Scheme III",Rawalpindi,Punjab,46000,78%,152,700,21.71,F,Fail,Paid,muhammad.khan61,2026-07-16T19:29:03.945Z,30,19,25,NULL,NULL,NULL,NULL,NULL,29,20,NULL,NULL,NULL,17,12
STD979718,ADM369068,1,Iqra,Mughal,Female,2018-09-24,8,Class 3,A,O-,Islam,Pakistani,Arsalan Mughal,+923018824981,"House No. 410, Road 12, DHA Phase 5",Lahore,Punjab,54000,97%,301,500,60.2,B,Pass,Paid,iqra.mughal19,2026-07-16T19:29:03.940Z,51,79,50,46,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,75,NULL,NULL
STD357655,ADM712930,15,Omar,Siddiqui,Male,2016-09-25,10,Class 4,B,O-,Islam,Pakistani,Hamza Siddiqui,+923027146843,"House No. 499, Street 2, Model Town",Lahore,Punjab,54000,71%,200,600,33.33,F,Fail,Paid,omar.siddiqui73,2026-07-16T19:29:03.941Z,39,31,32,NULL,31,32,NULL,NULL,NULL,NULL,NULL,NULL,35,NULL,NULL
STD403270,ADM958394,21,Hira,Mughal,Female,2018-08-12,8,Class 2,C,B+,Islam,Pakistani,Saad Mughal,+923453154022,"House No. 435, Street 2, Samanabad",Lahore,Punjab,54000,91%,434,500,86.8,A+,Pass,Paid,hira.mughal10,2026-07-16T19:29:03.940Z,81,88,100,80,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,85,NULL,NULL
STD430478,ADM772272,9,Fatima,Khan,Female,2014-03-19,12,Class 6,A,AB+,Islam,Pakistani,Fahad Khan,+923006479292,"House No. 59, Lane 1, Model Town",Lahore,Punjab,54000,97%,427,700,61,B,Pass,Paid,fatima.khan75,2026-07-16T19:29:03.942Z,72,79,62,NULL,53,NULL,48,52,NULL,NULL,NULL,NULL,61,NULL,NULL
STD918931,ADM744411,13,Mustafa,Abbasi,Male,2015-02-28,11,Class 6,B,B+,Christianity,Pakistani,Hamza Abbasi,+923457146008,"House No. 493, Street 14, Samanabad",Lahore,Punjab,54000,89%,460,700,65.71,B,Pass,Paid,mustafa.abbasi51,2026-07-16T19:29:03.942Z,61,52,75,NULL,67,NULL,77,58,NULL,NULL,NULL,NULL,NULL,70,NULL
STD678285,ADM256252,6,Mustafa,Mughal,Male,2014-12-04,12,Class 6,A,AB+,Hinduism,Pakistani,Saad Mughal,+923125010695,"House No. 289, Avenue 15, Clifton",Karachi,Sindh,74200,76%,446,700,63.71,B,Pass,Paid,mustafa.mughal70,2026-07-16T19:29:03.942Z,78,67,49,NULL,67,NULL,56,65,NULL,NULL,NULL,NULL,NULL,64,NULL
STD452205,ADM343718,11,Hamza,Mughal,Male,2018-09-01,8,Class 2,B,B+,Islam,Pakistani,Fahad Mughal,+923334376727,"House No. 453, Road 14, Satellite Town",Rawalpindi,Punjab,46000,88%,306,500,61.2,B,Pass,Paid,hamza.mughal70,2026-07-16T19:29:03.940Z,76,54,58,66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,52,NULL,NULL
STD181070,ADM762880,14,Ayesha,Mughal,Female,2013-05-06,13,Class 8,B,A+,Islam,Pakistani,Zain Mughal,+923006254850,"House No. 362, Avenue 12, Samanabad",Lahore,Punjab,54000,82%,131,700,18.71,F,Fail,Unpaid,ayesha.mughal35,2026-07-16T19:29:03.944Z,18,23,21,NULL,23,NULL,12,21,NULL,NULL,NULL,NULL,13,NULL,NULL
STD816731,ADM870045,26,Anum,Shah,Female,2016-01-12,10,Class 4,C,AB+,Islam,Pakistani,Ali Shah,+923335993987,"House No. 257, Road 3, Gulshan-e-Iqbal",Karachi,Sindh,74200,65%,368,600,61.33,B,Pass,Paid,anum.shah40,2026-07-16T19:29:03.941Z,60,57,77,NULL,49,77,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL,NULL
STD194228,ADM170061,22,Abdullah,Ali,Male,2019-12-06,7,Class 1,C,A+,Hinduism,Pakistani,Talha Ali,+923331217343,"House No. 65, Lane 1, Model Town",Lahore,Punjab,54000,66%,474,500,94.8,A+,Pass,Paid,abdullah.ali66,2026-07-16T19:29:03.939Z,95,96,99,93,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,91,NULL
STD022601,ADM876248,25,Ayesha,Siddiqui,Female,2012-08-23,14,Class 8,C,O-,Islam,Pakistani,Zain Siddiqui,+923451292892,"House No. 180, Lane 8, North Nazimabad",Karachi,Sindh,74200,84%,458,700,65.43,B,Pass,Paid,ayesha.siddiqui59,2026-07-16T19:29:03.944Z,54,79,52,NULL,64,NULL,67,79,NULL,NULL,NULL,NULL,63,NULL,NULL
STD661913,ADM974680,19,Zainab,Ahmed,Female,2013-08-24,13,Class 7,B,AB+,Hinduism,Pakistani,Saad Ahmed,+923335578745,"House No. 282, Road 10, Sector F-10",Islamabad,Islamabad Capital Territory,44000,68%,451,700,64.43,B,Pass,Paid,zainab.ahmed75,2026-07-16T19:29:03.942Z,79,70,71,NULL,46,NULL,64,48,NULL,NULL,NULL,NULL,NULL,73,NULL
STD837794,ADM929603,7,Omar,Sheikh,Male,2012-09-20,14,Class 9,A,B+,Christianity,Pakistani,Bilal Sheikh,+923212956613,"House No. 431, Street 9, Defense (DHA)",Karachi,Sindh,74200,92%,379,600,63.17,B,Pass,Paid,omar.sheikh13,2026-07-16T19:29:03.945Z,65,48,63,NULL,NULL,NULL,NULL,NULL,75,51,NULL,NULL,NULL,77,NULL
STD890206,ADM092293,10,Hira,Abbasi,Female,2016-05-16,10,Class 4,A,B-,Hinduism,Pakistani,Arsalan Abbasi,+923019843245,"House No. 111, Street 1, DHA Phase 5",Lahore,Punjab,54000,93%,554,600,92.33,A+,Pass,Paid,hira.abbasi88,2026-07-16T19:29:03.941Z,84,100,95,NULL,91,88,NULL,NULL,NULL,NULL,NULL,NULL,NULL,96,NULL
STD695897,ADM123764,1,Saad,Siddiqui,Male,2013-04-05,13,Class 8,A,AB-,Islam,Pakistani,Haris Siddiqui,+923121916766,"House No. 165, Avenue 4, Sector I-8",Islamabad,Islamabad Capital Territory,44000,68%,645,700,92.14,A+,Pass,Paid,saad.siddiqui94,2026-07-16T19:29:03.944Z,84,97,90,NULL,83,NULL,94,97,NULL,NULL,NULL,NULL,100,NULL,NULL
STD327034,ADM652639,18,Zain,Shah,Male,2018-11-19,8,Class 3,B,AB-,Hinduism,Pakistani,Fahad Shah,+923004793676,"House No. 127, Avenue 8, Clifton",Karachi,Sindh,74200,97%,290,500,58,C,Pass,Unpaid,zain.shah67,2026-07-16T19:29:03.940Z,60,49,57,74,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,50,NULL
STD057756,ADM275324,12,Fatima,Chaudhry,Female,2018-08-18,8,Class 3,B,B-,Islam,Pakistani,Usman Chaudhry,+923126735763,"House No. 81, Avenue 3, North Nazimabad",Karachi,Sindh,74200,65%,284,500,56.8,C,Pass,Unpaid,fatima.chaudhry13,2026-07-16T19:29:03.940Z,55,57,53,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,46,NULL,NULL
STD992278,ADM770800,30,Iqra,Siddiqui,Female,2018-04-09,8,Class 2,C,O+,Christianity,Pakistani,Muhammad Siddiqui,+923211012288,"House No. 212, Street 12, Sector I-8",Islamabad,Islamabad Capital Territory,44000,69%,204,500,40.8,D,Pass,Paid,iqra.siddiqui51,2026-07-16T19:29:03.940Z,46,37,37,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,43,NULL
STD264719,ADM516021,18,Bilal,Mughal,Male,2016-02-16,10,Class 5,B,B-,Islam,Pakistani,Bilal Mughal,+923023631438,"House No. 224, Avenue 11, Satellite Town",Rawalpindi,Punjab,46000,81%,391,600,65.17,B,Pass,Unpaid,bilal.mughal87,2026-07-16T19:29:03.941Z,71,70,71,NULL,71,48,NULL,NULL,NULL,NULL,NULL,NULL,60,NULL,NULL
STD902248,ADM287006,18,Mahnoor,Qureshi,Female,2012-10-09,14,Class 9,B,B-,Islam,Pakistani,Haris Qureshi,+923334415619,"House No. 61, Road 7, Gulshan-e-Iqbal",Karachi,Sindh,74200,75%,560,600,93.33,A+,Pass,Paid,mahnoor.qureshi94,2026-07-16T19:29:03.945Z,86,98,97,NULL,NULL,NULL,NULL,NULL,98,92,NULL,NULL,89,NULL,NULL
STD385351,ADM490375,11,Saad,Mughal,Male,2016-04-26,10,Class 4,B,AB+,Christianity,Pakistani,Saad Mughal,+923003801842,"House No. 359, Lane 8, Sector F-10",Islamabad,Islamabad Capital Territory,44000,78%,385,600,64.17,B,Pass,Paid,saad.mughal17,2026-07-16T19:29:03.941Z,62,57,53,NULL,65,71,NULL,NULL,NULL,NULL,NULL,NULL,NULL,77,NULL
STD809540,ADM395216,28,Usman,Shah,Male,2013-11-14,13,Class 7,C,B+,Islam,Pakistani,Usman Shah,+923028305477,"House No. 198, Lane 8, DHA Phase 5",Lahore,Punjab,54000,74%,626,700,89.43,A+,Pass,Paid,usman.shah16,2026-07-16T19:29:03.944Z,95,93,81,NULL,96,NULL,88,85,NULL,NULL,NULL,NULL,88,NULL,NULL
STD328435,ADM163428,22,Mariam,Siddiqui,Female,2012-10-12,14,Class 8,C,A-,Islam,Pakistani,Fahad Siddiqui,+923126086279,"House No. 199, Road 8, Sector I-8",Islamabad,Islamabad Capital Territory,44000,66%,436,700,62.29,B,Pass,Unpaid,mariam.siddiqui54,2026-07-16T19:29:03.944Z,49,68,62,NULL,59,NULL,79,57,NULL,NULL,NULL,NULL,62,NULL,NULL
STD431321,ADM597132,26,Sara,Sheikh,Female,2013-07-25,13,Class 8,C,AB-,Christianity,Pakistani,Zain Sheikh,+923334927628,"House No. 485, Street 2, Chaklala Scheme III",Rawalpindi,Punjab,46000,73%,276,700,39.43,F,Fail,Paid,sara.sheikh88,2026-07-16T19:29:03.944Z,46,33,45,NULL,38,NULL,48,34,NULL,NULL,NULL,NULL,NULL,32,NULL
STD467651,ADM710970,23,Hira,Ahmed,Female,2019-08-03,7,Class 1,C,AB-,Hinduism,Pakistani,Ahmed Ahmed,+923126076965,"House No. 229, Avenue 3, PECHS",Karachi,Sindh,74200,75%,201,500,40.2,F,Fail,Paid,hira.ahmed29,2026-07-16T19:29:03.939Z,31,33,48,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,48,NULL
STD540080,ADM282809,16,Talha,Chaudhry,Male,2016-06-15,10,Class 4,B,O-,Christianity,Pakistani,Arsalan Chaudhry,+923126178330,"House No. 325, Lane 5, PECHS",Karachi,Sindh,74200,72%,342,600,57,C,Pass,Paid,talha.chaudhry77,2026-07-16T19:29:03.941Z,52,65,51,NULL,48,62,NULL,NULL,NULL,NULL,NULL,NULL,NULL,64,NULL
STD108037,ADM350322,3,Fahad,Butt,Male,2010-12-16,16,Class 10,A,A-,Christianity,Pakistani,Saad Butt,+923457352247,"House No. 278, Lane 9, Bani Gala",Islamabad,Islamabad Capital Territory,44000,75%,422,700,60.29,B,Pass,Paid,fahad.butt62,2026-07-16T19:29:03.945Z,55,58,75,NULL,NULL,NULL,NULL,NULL,45,58,NULL,NULL,NULL,68,63
