"studentId","admissionNumber","rollNumber","firstName","lastName","gender","dateOfBirth","age","class","section","bloodGroup","religion","nationality","fatherName","motherName","guardianName","parentMobileNumber","parentEmail","completeAddress","city","province","postalCode","admissionDate","attendancePercentage","subjectWiseMarks.English","subjectWiseMarks.Urdu","subjectWiseMarks.Mathematics","subjectWiseMarks.General Knowledge","subjectWiseMarks.General Science","subjectWiseMarks.Social Studies","subjectWiseMarks.History_Geography","subjectWiseMarks.Computer Education","subjectWiseMarks.Physics","subjectWiseMarks.Chemistry","subjectWiseMarks.Biology","subjectWiseMarks.Computer Science","subjectWiseMarks.Pakistan Studies","subjectWiseMarks.Islamiat","subjectWiseMarks.Ethics","totalMarksObtained","maxPossibleMarks","percentage","grade","passFailStatus","feeStatus","transport","hostel","medicalNotes","username","password","createdAt","updatedAt"
"STD095584","ADM774425",19,"Sara","Hashmi","Female","2012-01-14",14,"Class 9","B","O-","Christianity","Pakistani","Hussain Hashmi","Fiza Hashmi","Hussain Hashmi","+923338958211","hussainhashmi96@gmail.com","House No. 258, Road 5, PECHS","Karachi","Sindh","74200","2018-04-05","78%",92,51,57,NA,NA,NA,NA,NA,47,96,NA,39,NA,NA,46,428,700,61.14,"B","Pass","Paid","School Van","No","Allergic to penicillin.","sara.hashmi","TN9EZsxphR","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD085369","ADM534121",20,"Nabeel","Jamil","Male","2011-04-04",15,"Class 9","B","B-","Islam","Pakistani","Abdullah Jamil","Hira Jamil","Abdullah Jamil","+923009992806","abdullahjamil49@gmail.com","House No. 404, Road 11, PECHS","Karachi","Sindh","74200","2018-04-05","73%",39,33,62,NA,NA,NA,NA,NA,70,46,NA,78,NA,96,NA,424,700,60.57,"B","Pass","Paid","Self","No","Wears corrective lenses/glasses.","nabeel.jamil583","DNEm2Ep3MB","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD269135","ADM739840",21,"Zain","Yousafzai","Male","2011-05-27",15,"Class 9","C","O+","Islam","Pakistani","Fahad Yousafzai","Ushna Yousafzai","Fahad Yousafzai","+923011301325","fahadyousafzai50@gmail.com","House No. 323, Lane 15, Federal B Area","Karachi","Sindh","74200","2018-04-05","67%",56,74,100,NA,NA,NA,NA,NA,38,82,NA,96,NA,88,NA,534,700,76.29,"A","Pass","Paid","School Van","Yes","Allergic to penicillin.","zain.yousafzai200","$#FjvDI!Hi","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD085731","ADM730939",22,"Ayesha","Qureshi","Female","2012-06-07",14,"Class 9","C","AB-","Christianity","Pakistani","Ahmed Qureshi","Sidra Qureshi","Ahmed Qureshi","+923002456492","ahmedqureshi46@gmail.com","House No. 239, Sector-Street 9, Double Road","Quetta","Balochistan","87300","2018-04-05","69%",46,96,79,NA,NA,NA,NA,NA,51,95,NA,59,NA,NA,75,501,700,71.57,"A","Pass","Paid","Self","No","Wears corrective lenses/glasses.","ayesha.qureshi","k3ip7jauAR","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD021307","ADM720302",23,"Saba","Ahmed","Female","2012-01-27",14,"Class 9","C","A+","Islam","Pakistani","Raza Ahmed","Sana Ahmed","Raza Ahmed","+923451583953","razaahmed37@gmail.com","House No. 377, Sector-Street 13, Chaklala Scheme III","Rawalpindi","Punjab","46000","2018-04-05","98%",55,80,82,NA,NA,NA,NA,NA,100,89,78,NA,NA,63,NA,547,700,78.14,"A","Pass","Paid","School Van","No","No medical conditions.","saba.ahmed474","HZ!wLwPZKb","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD665144","ADM840817",24,"Mehak","Khan","Female","2011-10-03",15,"Class 9","C","A-","Islam","Pakistani","Kamran Khan","Zainab Khan","Kamran Khan","+923023313400","kamrankhan72@gmail.com","House No. 472, Avenue 10, Gulistan Colony","Faisalabad","Punjab","38000","2018-04-05","79%",70,95,44,NA,NA,NA,NA,NA,60,80,NA,56,NA,78,NA,483,700,69.00,"B","Pass","Paid","School Van","No","Wears corrective lenses/glasses.","mehak.khan","YpSwfc@UmV","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD503138","ADM117371",25,"Mehak","Khan","Female","2012-01-04",14,"Class 9","C","AB+","Islam","Pakistani","Omar Khan","Nida Khan","Omar Khan","+923012066249","omarkhan56@gmail.com","House No. 119, Road 6, Adyala Road","Rawalpindi","Punjab","46000","2018-04-05","67%",57,93,52,NA,NA,NA,NA,NA,43,40,45,NA,NA,99,NA,429,700,61.29,"B","Pass","Paid","Self","No","No medical conditions.","mehak.khan960","lRbzYCIiUJ","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD502530","ADM598827",26,"Amna","Hashmi","Female","2012-04-14",14,"Class 9","C","B+","Islam","Pakistani","Ahmed Hashmi","Bushra Hashmi","Ahmed Hashmi","+923128931076","ahmedhashmi76@gmail.com","House No. 263, Avenue 1, Bahria Town","Rawalpindi","Punjab","46000","2018-04-05","66%",83,72,89,NA,NA,NA,NA,NA,96,76,NA,60,NA,54,NA,530,700,75.71,"A","Pass","Paid","School Van","No","Wears corrective lenses/glasses.","amna.hashmi220","JxKSawdmER","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD318465","ADM847560",27,"Ushna","Sheikh","Female","2011-09-24",15,"Class 9","C","A-","Islam","Pakistani","Hussain Sheikh","Sobia Sheikh","Hussain Sheikh","+923011716071","hussainsheikh15@gmail.com","House No. 113, Street 2, Hayatabad Phase 1","Peshawar","Khyber Pakhtunkhwa","25000","2018-04-05","67%",92,91,98,NA,NA,NA,NA,NA,46,42,56,NA,NA,88,NA,513,700,73.29,"A","Pass","Paid","School Van","No","No medical conditions.","ushna.sheikh","QoUHZRokKF","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD611648","ADM839933",28,"Hamza","Ahmed","Male","2012-11-06",14,"Class 9","C","AB-","Hinduism","Pakistani","Mustafa Ahmed","Ushna Ahmed","Mustafa Ahmed","+923338033264","mustafaahmed21@gmail.com","House No. 156, Lane 1, Sector G-11","Islamabad","Islamabad Capital Territory","44000","2018-04-05","81%",94,44,94,NA,NA,NA,NA,NA,90,33,NA,45,NA,NA,40,440,700,62.86,"B","Pass","Paid","Self","No","Allergic to peanuts.","hamza.ahmed","yDjc@QeJP8","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD588377","ADM516858",29,"Ali","Yousafzai","Male","2012-06-26",14,"Class 9","C","B+","Islam","Pakistani","Abdullah Yousafzai","Alisha Yousafzai","Waqas Yousafzai","+923013389063","abdullahyousafzai46@gmail.com","House No. 13, Road 4, Batala Colony","Faisalabad","Punjab","38000","2018-04-05","63%",49,83,94,NA,NA,NA,NA,NA,87,57,NA,49,NA,73,NA,492,700,70.29,"A","Pass","Unpaid","Self","No","Allergic to peanuts.","ali.yousafzai","SB5PR@4yVf","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD229380","ADM695666",30,"Fatima","Yousafzai","Female","2011-09-10",15,"Class 9","C","A+","Islam","Pakistani","Haris Yousafzai","Kiran Yousafzai","Haris Yousafzai","+923334650382","harisyousafzai53@gmail.com","House No. 36, Street 2, Multan Public School Road","Multan","Punjab","60000","2018-04-05","83%",92,80,83,NA,NA,NA,NA,NA,79,71,NA,34,NA,68,NA,507,700,72.43,"A","Pass","Paid","Self","No","Wears corrective lenses/glasses.","fatima.yousafzai","c@Kug@8Drl","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD087655","ADM728727", 1,"Sobia","Raza","Female","2011-11-12",15,"Class 10","A","B-","Hinduism","Pakistani","Saad Raza","Amna Raza","Saad Raza","+923025406650","saadraza45@gmail.com","House No. 189, Lane 14, PECHS","Karachi","Sindh","74200","2017-04-05","94%",86,98,47,NA,NA,NA,NA,NA,56,80,33,NA,81,NA,41,522,800,65.25,"B","Pass","Paid","Self","No","Wears corrective lenses/glasses.","sobia.raza","#Cpfa1Vc2k","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD313938","ADM957946", 2,"Sana","Sheikh","Female","2010-08-08",16,"Class 10","A","AB+","Islam","Pakistani","Omar Sheikh","Sadia Sheikh","Omar Sheikh","+923007499848","omarsheikh23@gmail.com","House No. 250, Street 14, Saddar","Rawalpindi","Punjab","46000","2017-04-05","71%",54,63,79,NA,NA,NA,NA,NA,50,77,44,NA,54,92,NA,513,800,64.13,"B","Pass","Paid","Self","No","Allergic to penicillin.","sana.sheikh","avkQEfdEMM","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD200940","ADM370411", 3,"Saba","Abbasi","Female","2011-02-02",15,"Class 10","A","O+","Christianity","Pakistani","Abdullah Abbasi","Alisha Abbasi","Adnan Abbasi","+923214100099","abdullahabbasi53@gmail.com","House No. 443, Lane 2, Madina Town","Faisalabad","Punjab","38000","2017-04-05","95%",97,95,81,NA,NA,NA,NA,NA,43,76,62,NA,48,NA,57,559,800,69.88,"B","Pass","Unpaid","Self","No","Wears corrective lenses/glasses.","saba.abbasi","@FEUBVpf9N","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD076306","ADM537749", 4,"Ushna","Ahmed","Female","2011-11-27",15,"Class 10","A","AB-","Islam","Pakistani","Saad Ahmed","Rimsha Ahmed","Saad Ahmed","+923124728449","saadahmed89@gmail.com","House No. 14, Street 9, Citizen Colony","Hyderabad","Sindh","71000","2017-04-05","99%",86,85,42,NA,NA,NA,NA,NA,94,95,NA,64,100,36,NA,602,800,75.25,"A","Pass","Paid","School Van","No","Wears corrective lenses/glasses.","ushna.ahmed","dXxdYFN5WA","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD817193","ADM125320", 5,"Zain","Mughal","Male","2011-10-01",15,"Class 10","A","AB-","Islam","Pakistani","Yasir Mughal","Sidra Mughal","Yasir Mughal","+923333044064","yasirmughal95@gmail.com","House No. 259, Road 3, Peshawar Cantt","Peshawar","Khyber Pakhtunkhwa","25000","2017-04-05","70%",98,49,99,NA,NA,NA,NA,NA,70,70,NA,78,56,91,NA,611,800,76.38,"A","Pass","Paid","Self","No","No medical conditions.","zain.mughal184","TUA8MxpA#2","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD489737","ADM020653", 6,"Tayyaba","Ansari","Female","2011-04-20",15,"Class 10","A","AB-","Christianity","Pakistani","Ahmed Ansari","Fatima Ansari","Ahmed Ansari","+923013363049","ahmedansari39@gmail.com","House No. 406, Road 15, Peshawar Cantt","Peshawar","Khyber Pakhtunkhwa","25000","2017-04-05","93%",76,46,88,NA,NA,NA,NA,NA,61,80,58,NA,68,NA,95,572,800,71.50,"A","Pass","Paid","Self","No","Allergic to peanuts.","tayyaba.ansari","ab2QOFz3ch","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD581484","ADM645733", 7,"Junaid","Raza","Male","2011-11-20",15,"Class 10","A","B-","Islam","Pakistani","Zain Raza","Mariam Raza","Zain Raza","+923217927865","zainraza36@gmail.com","House No. 276, Street 4, Cantt","Multan","Punjab","60000","2017-04-05","67%",78,67,78,NA,NA,NA,NA,NA,40,77,38,NA,92,48,NA,518,800,64.75,"B","Pass","Paid","School Van","No","Mild seasonal asthma; carries inhaler.","junaid.raza","$nb0ttiu4z","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD468253","ADM455269", 8,"Saba","Farooqi","Female","2011-09-15",15,"Class 10","A","AB+","Islam","Pakistani","Zeeshan Farooqi","Javerya Farooqi","Zeeshan Farooqi","+923128761309","zeeshanfarooqi74@gmail.com","House No. 452, Avenue 6, Cantt","Multan","Punjab","60000","2017-04-05","74%",44,51,35,NA,NA,NA,NA,NA,87,85,NA,95,88,39,NA,524,800,65.50,"B","Pass","Paid","Self","No","Mild dust allergy.","saba.farooqi","aJ!ZlHG1aI","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD781139","ADM756092", 9,"Yasir","Butt","Male","2010-01-20",16,"Class 10","A","AB+","Islam","Pakistani","Aamir Butt","Sumaira Butt","Aamir Butt","+923455755214","aamirbutt84@gmail.com","House No. 125, Lane 5, Multan Public School Road","Multan","Punjab","60000","2017-04-05","70%",44,97,82,NA,NA,NA,NA,NA,82,48,71,NA,50,40,NA,514,800,64.25,"B","Pass","Paid","School Van","No","No medical conditions.","yasir.butt","@8OPc6Pf8L","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD633308","ADM969602",10,"Omar","Hashmi","Male","2010-05-16",16,"Class 10","A","B+","Islam","Pakistani","Kamran Hashmi","Javerya Hashmi","Aamir Hashmi","+923331766220","kamranhashmi79@gmail.com","House No. 75, Street 5, Chaklala Scheme III","Rawalpindi","Punjab","46000","2017-04-05","61%",33,42,59,NA,NA,NA,NA,NA,45,49,98,NA,59,67,NA,452,800,56.50,"C","Pass","Paid","School Van","No","Wears corrective lenses/glasses.","omar.hashmi39","t1tGsJncrm","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.334Z"
"STD073561","ADM910676",11,"Asad","Chaudhry","Male","2011-04-14",15,"Class 10","B","B-","Islam","Pakistani","Faisal Chaudhry","Sumaira Chaudhry","Faisal Chaudhry","+923011695566","faisalchaudhry80@gmail.com","House No. 180, Road 1, Gari Khata","Hyderabad","Sindh","71000","2017-04-05","62%",55,56,57,NA,NA,NA,NA,NA,90,98,35,NA,77,51,NA,519,800,64.88,"B","Pass","Paid","School Van","No","Mild dust allergy.","asad.chaudhry","FPgiar$tws","2026-07-16T19:18:36.334Z","2026-07-16T19:18:36.335Z"
"STD359735","ADM111415",12,"Faisal","Malik","Male","2010-10-15",16,"Class 10","B","O+","Islam","Pakistani","Talha Malik","Alisha Malik","Usman Malik","+923215981782","talhamalik64@gmail.com","House No. 397, Sector-Street 6, Chaklala Scheme III","Rawalpindi","Punjab","46000","2017-04-05","89%",94,72,58,NA,NA,NA,NA,NA,80,44,NA,70,82,97,NA,597,800,74.63,"A","Pass","Paid","Self","No","Allergic to penicillin.","faisal.malik","GtLjL4FxGG","2026-07-16T19:18:36.335Z","2026-07-16T19:18:36.335Z"
"STD835522","ADM501343",13,"Wajiha","Hashmi","Female","2010-06-17",16,"Class 10","B","B-","Islam","Pakistani","Zain Hashmi","Fiza Hashmi","Daniyal Hashmi","+923211550621","zainhashmi21@gmail.com","House No. 334, Sector-Street 9, Federal B Area","Karachi","Sindh","74200","2017-04-05","80%",43,39,39,NA,NA,NA,NA,NA,72,39,NA,35,99,74,NA,440,800,55.00,"C","Pass","Paid","School Van","No","Mild seasonal asthma; carries inhaler.","wajiha.hashmi560","l88l1x4mzF","2026-07-16T19:18:36.335Z","2026-07-16T19:18:36.335Z"
"STD164632","ADM825788",14,"Sara","Malik","Female","2010-12-21",16,"Class 10","B","A-","Islam","Pakistani","Adnan Malik","Rimsha Malik","Adnan Malik","+923219282611","adnanmalik33@gmail.com","House No. 12, Road 15, North Nazimabad","Karachi","Sindh","74200","2017-04-05","77%",40,57,60,NA,NA,NA,NA,NA,50,58,NA,99,75,88,NA,527,800,65.88,"B","Pass","Paid","School Van","No","Wears corrective lenses/glasses.","sara.malik","oDEXUJh5YV","2026-07-16T19:18:36.335Z","2026-07-16T19:18:36.335Z"
"STD036701","ADM721238",15,"Ali","Qureshi","Male","2011-02-15",15,"Class 10","B","O+","Hinduism","Pakistani","Usman Qureshi","Javerya Qureshi","Usman Qureshi","+923029127432","usmanqureshi85@gmail.com","House No. 340, Road 8, Gulgasht Colony","Multan","Punjab","60000","2017-04-05","74%",89,57,34,NA,NA,NA,NA,NA,72,42,NA,84,79,NA,79,536,800,67.00,"B","Pass","Paid","Self","No","No known medical conditions or allergies.","ali.qureshi","#E4l15HRJD","2026-07-16T19:18:36.335Z","2026-07-16T19:18:36.335Z"
"STD925214","ADM624119",16,"Junaid","Jamil","Male","2010-05-08",16,"Class 10","B","B-","Hinduism","Pakistani","Adnan Jamil","Mariam Jamil","Adnan Jamil","+923028765574","adnanjamil54@gmail.com","House No. 473, Lane 6, Sector I-8","Islamabad","Islamabad Capital Territory","44000","2017-04-05","88%",61,49,100,NA,NA,NA,NA,NA,76,43,NA,83,64,NA,43,519,800,64.88,"B","Pass","Paid","Self","No","Wears corrective lenses/glasses.","junaid.jamil392","fL0h0PHByL","2026-07-16T19:18:36.335Z","2026-07-16T19:18:36.335Z"
"STD928755","ADM752798",17,"Sadia","Ansari","Female","2010-04-04",16,"Class 10","B","O+","Islam","Pakistani","Asad Ansari","Fiza Ansari","Asad Ansari","+923027736879","asadansari43@gmail.com","House No. 271, Street 11, Bahria Town","Rawalpindi","Punjab","46000","2017-04-05","99%",36,59,47,NA,NA,NA,NA,NA,85,45,NA,84,69,78,NA,503,800,62.88,"B","Pass","Unpaid","Self","No","No known medical conditions or allergies.","sadia.ansari120","w8OLq9g$TW","2026-07-16T19:18:36.335Z","2026-07-16T19:18:36.335Z"
"STD850264","ADM672082",18,"Hussain","Naqvi","Male","2010-02-07",16,"Class 10","B","AB-","Islam","Pakistani","Saad Naqvi","Tayyaba Naqvi","Saad Naqvi","+923124779317","saadnaqvi34@gmail.com","House No. 465, Road 5, Saddar","Rawalpindi","Punjab","46000","2017-04-05","90%",50,63,85,NA,NA,NA,NA,NA,99,94,33,NA,94,52,NA,570,800,71.25,"A","Pass","Paid","School Van","No","No known medical conditions or allergies.","hussain.naqvi466","2G@xwyTt#u","2026-07-16T19:18:36.346Z","2026-07-16T19:18:36.346Z"
"STD658057","ADM050140",19,"Areeba","Mughal","Female","2011-01-17",15,"Class 10","B","A+","Christianity","Pakistani","Waqas Mughal","Saba Mughal","Waqas Mughal","+923009586376","waqasmughal10@gmail.com","House No. 280, Lane 1, Madina Town","Faisalabad","Punjab","38000","2017-04-05","76%",36,84,64,NA,NA,NA,NA,NA,66,75,64,NA,59,NA,96,544,800,68.00,"B","Pass","Paid","Self","No","Mild dust allergy.","areeba.mughal","lr#c8Ao3By","2026-07-16T19:18:36.346Z","2026-07-16T19:18:36.346Z"
"STD443032","ADM302495",20,"Javerya","Butt","Female","2011-02-08",15,"Class 10","B","A+","Islam","Pakistani","Yasir Butt","Amna Butt","Yasir Butt","+923332902456","yasirbutt16@gmail.com","House No. 428, Sector-Street 2, Clifton","Karachi","Sindh","74200","2017-04-05","88%",46,59,70,NA,NA,NA,NA,NA,49,42,NA,67,37,78,NA,448,800,56.00,"C","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","javerya.butt","sLG0FlM1jN","2026-07-16T19:18:36.346Z","2026-07-16T19:18:36.346Z"
"STD931868","ADM022785",21,"Nida","Sheikh","Female","2010-07-23",16,"Class 10","C","B+","Hinduism","Pakistani","Omar Sheikh","Mariam Sheikh","Omar Sheikh","+923027741242","omarsheikh11@gmail.com","House No. 189, Lane 13, Boson Road","Multan","Punjab","60000","2017-04-05","99%",99,36,69,NA,NA,NA,NA,NA,44,47,54,NA,58,NA,69,476,800,59.50,"C","Pass","Paid","Self","No","Wears corrective lenses/glasses.","nida.sheikh","$1fGckSaYP","2026-07-16T19:18:36.346Z","2026-07-16T19:18:36.346Z"
"STD916922","ADM267852",22,"Muhammad","Naqvi","Male","2010-04-08",16,"Class 10","C","A-","Islam","Pakistani","Haris Naqvi","Khadija Naqvi","Haris Naqvi","+923029966154","harisnaqvi22@gmail.com","House No. 387, Street 7, People's Colony","Faisalabad","Punjab","38000","2017-04-05","88%",76,45,64,NA,NA,NA,NA,NA,81,75,92,NA,49,85,NA,567,800,70.88,"A","Pass","Paid","Self","No","Wears corrective lenses/glasses.","muhammad.naqvi972","qew!kYbuqP","2026-07-16T19:18:36.346Z","2026-07-16T19:18:36.346Z"
"STD942445","ADM863794",23,"Hussain","Butt","Male","2011-01-20",15,"Class 10","C","O+","Islam","Pakistani","Raza Butt","Javerya Butt","Raza Butt","+923453059292","razabutt78@gmail.com","House No. 10, Avenue 15, People's Colony","Faisalabad","Punjab","38000","2017-04-05","98%",36,59,36,NA,NA,NA,NA,NA,43,51,NA,71,91,98,NA,485,800,60.62,"B","Pass","Paid","School Van","No","Mild seasonal asthma; carries inhaler.","hussain.butt870","zZI3X7w1t@","2026-07-16T19:18:36.346Z","2026-07-16T19:18:36.346Z"
"STD278994","ADM343236",24,"Areeba","Farooqi","Female","2010-03-24",16,"Class 10","C","AB-","Islam","Pakistani","Yasir Farooqi","Anum Farooqi","Yasir Farooqi","+923339064743","yasirfarooqi10@gmail.com","House No. 410, Sector-Street 1, Sector F-10","Islamabad","Islamabad Capital Territory","44000","2017-04-05","82%",71,81,42,NA,NA,NA,NA,NA,99,41,NA,63,39,43,NA,479,800,59.88,"C","Pass","Paid","Self","No","Wears corrective lenses/glasses.","areeba.farooqi848","drbdcuZp4B","2026-07-16T19:18:36.346Z","2026-07-16T19:18:36.346Z"
"STD025423","ADM431872",25,"Laiba","Butt","Female","2011-05-21",15,"Class 10","C","O-","Islam","Pakistani","Nabeel Butt","Laiba Butt","Nabeel Butt","+923214888369","nabeelbutt16@gmail.com","House No. 74, Lane 4, Warsak Road","Peshawar","Khyber Pakhtunkhwa","25000","2017-04-05","64%",80,87,89,NA,NA,NA,NA,NA,40,53,NA,38,33,66,NA,486,800,60.75,"B","Pass","Paid","Self","No","No known medical conditions or allergies.","laiba.butt","db5!AJSdkY","2026-07-16T19:18:36.346Z","2026-07-16T19:18:36.346Z"
"STD543985","ADM624908",26,"Saad","Jamil","Male","2011-05-02",15,"Class 10","C","A-","Islam","Pakistani","Faisal Jamil","Iqra Jamil","Faisal Jamil","+923213767138","faisaljamil36@gmail.com","House No. 310, Lane 6, Shah Rukn-e-Alam","Multan","Punjab","60000","2017-04-05","81%",58,60,91,NA,NA,NA,NA,NA,36,84,NA,39,65,60,NA,493,800,61.63,"B","Pass","Paid","Self","No","Mild dust allergy.","saad.jamil","Qyr335@Nrl","2026-07-16T19:18:36.346Z","2026-07-16T19:18:36.346Z"
"STD991399","ADM072091",27,"Kamran","Qureshi","Male","2011-05-05",15,"Class 10","C","O+","Islam","Pakistani","Ali Qureshi","Ushna Qureshi","Ali Qureshi","+923339697363","aliqureshi83@gmail.com","House No. 450, Sector-Street 1, Saddar","Rawalpindi","Punjab","46000","2017-04-05","62%",99,76,35,NA,NA,NA,NA,NA,35,87,NA,53,79,53,NA,517,800,64.63,"B","Pass","Paid","Self","No","Wears corrective lenses/glasses.","kamran.qureshi","BXr1ExdsB9","2026-07-16T19:18:36.347Z","2026-07-16T19:18:36.347Z"
"STD814293","ADM028618",28,"Javerya","Butt","Female","2010-05-01",16,"Class 10","C","A+","Islam","Pakistani","Hamza Butt","Mahnoor Butt","Hamza Butt","+923216852095","hamzabutt14@gmail.com","House No. 205, Road 2, Saddar","Rawalpindi","Punjab","46000","2017-04-05","99%",99,67,93,NA,NA,NA,NA,NA,78,90,80,NA,67,35,NA,609,800,76.13,"A","Pass","Paid","School Van","No","No medical conditions.","javerya.butt547","DQQRE52MKm","2026-07-16T19:18:36.347Z","2026-07-16T19:18:36.347Z"
"STD435912","ADM953534",29,"Khadija","Ansari","Female","2010-12-15",16,"Class 10","C","O-","Christianity","Pakistani","Junaid Ansari","Sobia Ansari","Junaid Ansari","+923026767905","junaidansari67@gmail.com","House No. 230, Road 15, Sector F-10","Islamabad","Islamabad Capital Territory","44000","2017-04-05","81%",49,89,54,NA,NA,NA,NA,NA,83,34,NA,33,87,NA,70,499,800,62.38,"B","Pass","Paid","Self","No","Mild seasonal asthma; carries inhaler.","khadija.ansari","0ZI!hK7U0R","2026-07-16T19:18:36.347Z","2026-07-16T19:18:36.347Z"
"STD144399","ADM041439",30,"Ali","Jamil","Male","2010-04-24",16,"Class 10","C","A-","Hinduism","Pakistani","Haris Jamil","Alisha Jamil","Haris Jamil","+923126696483","harisjamil69@gmail.com","House No. 253, Lane 1, Satellite Town","Quetta","Balochistan","87300","2017-04-05","81%",81,92,38,NA,NA,NA,NA,NA,51,88,NA,84,44,NA,34,512,800,64.00,"B","Pass","Paid","Self","No","No known medical conditions or allergies.","ali.jamil","1whENmAWxJ","2026-07-16T19:18:36.347Z","2026-07-16T19:18:36.347Z"
"STD982837","ADM904476", 1,"Hamza","Siddiqui","Male","2019-11-10", 7,"Class 1","A","AB-","Hinduism","Pakistani","Ali Siddiqui",NA,NA,"+923009821454",NA,"House No. 160, Street 5, Johar Town","Lahore","Punjab","54000",NA,"88%",35,39,34,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,186,500,37.20,"D","Pass","Paid",NA,NA,NA,"hamza.siddiqui11",NA,"2026-07-16T19:29:03.937Z",NA
"STD048279","ADM326953",26,"Sana","Butt","Female","2016-02-09",10,"Class 5","C","O-","Islam","Pakistani","Talha Butt",NA,NA,"+923337625689",NA,"House No. 445, Lane 9, Satellite Town","Rawalpindi","Punjab","46000",NA,"93%",99,90,99,NA,86,94,NA,NA,NA,NA,NA,NA,NA,96,NA,564,600,94.00,"A+","Pass","Unpaid",NA,NA,NA,"sana.butt72",NA,"2026-07-16T19:29:03.941Z",NA
"STD920420","ADM223178",21,"Iqra","Chaudhry","Female","2014-04-16",12,"Class 7","C","A+","Islam","Pakistani","Ahmed Chaudhry",NA,NA,"+923454084168",NA,"House No. 277, Street 10, Bani Gala","Islamabad","Islamabad Capital Territory","44000",NA,"75%",62,49,68,NA,61,NA, 74, 55,NA,NA,NA,NA,NA,64,NA,433,700,61.86,"B","Pass","Paid",NA,NA,NA,"iqra.chaudhry51",NA,"2026-07-16T19:29:03.944Z",NA
"STD968315","ADM552839",22,"Mustafa","Ahmed","Male","2015-04-23",11,"Class 5","C","AB-","Islam","Pakistani","Ali Ahmed",NA,NA,"+923452972155",NA,"House No. 491, Street 13, Sector G-11","Islamabad","Islamabad Capital Territory","44000",NA,"97%",54,65,70,NA,52,56,NA,NA,NA,NA,NA,NA,NA,75,NA,372,600,62.00,"B","Pass","Unpaid",NA,NA,NA,"mustafa.ahmed26",NA,"2026-07-16T19:29:03.941Z",NA
"STD360450","ADM692101",29,"Haris","Mughal","Male","2017-03-04", 9,"Class 4","C","O-","Islam","Pakistani","Mustafa Mughal",NA,NA,"+923003512328",NA,"House No. 367, Avenue 1, Sector G-11","Islamabad","Islamabad Capital Territory","44000",NA,"97%",90,85,84,NA,93,94,NA,NA,NA,NA,NA,NA,NA,80,NA,526,600,87.67,"A+","Pass","Paid",NA,NA,NA,"haris.mughal45",NA,"2026-07-16T19:29:03.941Z",NA
"STD753319","ADM843033",13,"Bilal","Siddiqui","Male","2017-01-13", 9,"Class 4","B","B-","Islam","Pakistani","Arsalan Siddiqui",NA,NA,"+923455860140",NA,"House No. 427, Avenue 2, Sector I-8","Islamabad","Islamabad Capital Territory","44000",NA,"74%",79,77,46,NA,66,67,NA,NA,NA,NA,NA,NA,NA,45,NA,380,600,63.33,"B","Pass","Paid",NA,NA,NA,"bilal.siddiqui79",NA,"2026-07-16T19:29:03.941Z",NA
"STD891016","ADM280083", 2,"Muhammad","Sheikh","Male","2016-05-28",10,"Class 4","A","A-","Islam","Pakistani","Bilal Sheikh",NA,NA,"+923009462689",NA,"House No. 150, Avenue 13, Bahria Town","Rawalpindi","Punjab","46000",NA,"72%",72,75,73,NA,79,70,NA,NA,NA,NA,NA,NA,NA,60,NA,429,600,71.50,"A","Pass","Unpaid",NA,NA,NA,"muhammad.sheikh70",NA,"2026-07-16T19:29:03.941Z",NA
